"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","wine_type","Year1"
"9803","Grüner Veltliner ZEISEN Weinviertel DAC 2019","Austria","Weinviertel","Weingut R&A Pfaffl",3.8,70,8.9,"blanco","2019"
"9804","Riesling Auslese Westhofen Morstein 2015","Germany","Rheinhessen","Keller",4.3,70,35,"blanco","2015"
"9805","Sauvignon Blanc - Sémillon 2018","Turkey","Thrace","Suvla",3.5,70,12,"blanco","2018"
"9806","Blanco Sobre Lías 2019","Spain","Cariñena","Bodegas Care",4,70,5.7,"blanco","2019"
"9807","Pouilly-Fuissé Vielles Vignes 2017","France","Pouilly-Fuissé","Daniel Pollier",3.9,70,15.98,"blanco","2017"
"9808","Kalkmergel Grauburgunder 2018","Germany","Pfalz","Friedrich Becker",4.2,70,17,"blanco","2018"
"9809","Petit Bourgeois Sauvignon Blanc 2019","France","Val de Loire","Henri Bourgeois",3.6,70,9.95,"blanco","2019"
"9810","Röttgen 2017","Germany","Mosel","Heymann-Löwenstein",4,70,31,"blanco","2017"
"9811","Chardonnay Bourgogne 2017","France","Bourgogne","Paul Pillot",3.6,70,29.45,"blanco","2017"
"9812","Idig GG 2016","Germany","Pfalz","A. Christmann",4.1,70,67.26,"blanco","2016"
"9813","Casamaro Verdejo 2019","Spain","Rueda","Garciarevalo",4.1,70,6.24,"blanco","2019"
"9814","Sancerre Sauvage Blanc 2016","France","Sancerre","Pascal Jolivet",4,70,44.11,"blanco","2016"
"9815","Chardonnay 2018","South Africa","Walker Bay","Creation",3.7,70,16.79,"blanco","2018"
"9816","Pinot Grigio 2019","Italy","Sicilia","Stemmari",3.8,70,5.2,"blanco","2019"
"9817","Oranžista 2017","Slovakia","Slovakia","Slobodné Vinárstvo",3.7,70,19.9,"blanco","2017"
"9818","Aurora Gavi 2017","Italy","Gavi","Roberto Sarotto",3.7,70,9.9,"blanco","2017"
"9819","Classic Collection Chardonnay 2019","South Africa","Western Cape","KWV",3.3,70,6.84,"blanco","2019"
"9820","Puligny-Montrachet 2017","France","Puligny-Montrachet","Jacques Carillon",4.1,70,59.9,"blanco","2017"
"9821","Finca Montico 2018","Spain","Rueda","Marqués de Riscal",3.9,70,14.99,"blanco","2018"
"9822","Kies Grüner Veltliner 2018","Austria","Kamptal","Kurt Angerer",3.9,70,10.9,"blanco","2018"
"9823","Arthur Chardonnay 2017","United States","Dundee Hills","Domaine Drouhin",3.9,70,36.95,"blanco","2017"
"9824","Sancerre Blanc 2019","France","Sancerre","Michel Thomas & Fils",4,70,14.54,"blanco","2019"
"9825","Chablis Grand Cru 'Les Preuses' 2016","France","Chablis Grand Cru 'Preuses'","Domaine William Fèvre",4.3,70,95,"blanco","2016"
"9826","Kleine Rust Chenin Blanc - Sauvignon Blanc 2017","South Africa","Stellenbosch","Stellenrust",3.3,70,5.8,"blanco","2017"
"9827","Steinbuckel Riesling GG 2017","Germany","Pfalz","Knipser",4,70,26.9,"blanco","2017"
"9828","Réserve Chardonnay 2018","France","Limoux","Domaines Astruc",3.9,70,8.45,"blanco","2018"
"9829","Mantel Blanco Verdejo 2019","Spain","Rueda","Álvarez y Díez",3.8,70,7.45,"blanco","2019"
"9830","Bianchi Grilli Per la Testa Trebbiano d'Abruzzo 2016","Italy","Trebbiano d'Abruzzo","Torre dei Beati",3.7,70,21.39,"blanco","2016"
"9831","Wachtberg Grüner Veltliner 2015","Austria","Kremstal","Salomon Undhof",3.7,70,17.35,"blanco","2015"
"9832","Verdeca 2017","Italy","Puglia","Terrecarsiche 1939",3.5,71,7.42,"blanco","2017"
"9833","Riesling 2017","Germany","Pfalz","Oliver Zeter",3.6,71,8.5,"blanco","2017"
"9834","Forster U 500 Riesling 2013","Germany","Pfalz","Von Winning",4.2,71,45.95,"blanco","2013"
"9835","Ungeheuer GG 2017","Germany","Pfalz","Georg Mosbacher",4.3,71,28.59,"blanco","2017"
"9836","Vernaccia di San Gimignano 2018","Italy","San Gimignano","Rocca delle Macìe",3.2,71,8.9,"blanco","2018"
"9837","Riesling 2018","New Zealand","Nelson","Seifried Estate",4,71,12.69,"blanco","2018"
"9838","Le Bouquet 2019","South Africa","Western Cape","Boschendal",3.8,71,6.94,"blanco","2019"
"9839","Sauvage Sauvignon Blanc - Semillon 2015","Australia","Margaret River","Domaine Naturaliste",4,71,18.95,"blanco","2015"
"9840","Torrontés 2019","Argentina","Calchaqui Valley","Colomé",4.1,71,8.24,"blanco","2019"
"9841","Pinot Gris 2017","New Zealand","Marlborough","Leefield Station",3.5,71,14.9,"blanco","2017"
"9842","Silvaner Trocken 2014","Germany","Rheinhessen","Wittmann",3.5,71,9.16,"blanco","2014"
"9843","Guardiani di Aralto 2017","Italy","Sciacca","Baglio Oro",3.9,71,12.9,"blanco","2017"
"9844","Chardonnay 2018","United States","California","Gnarly Head",3.5,71,9.65,"blanco","2018"
"9845","Nespolino Trebbiano - Chardonnay 2017","Italy","Emilia-Romagna","Poderi dal Nespoli",3.2,71,5.76,"blanco","2017"
"9846","Chardonnay - Fiano Puglia 2018","Italy","Puglia","Montecore",3.9,71,5.5,"blanco","2018"
"9847","Wehlener Klosterberg Riesling Spätlese 2016","Germany","Mosel","Markus Molitor",3.6,71,18.9,"blanco","2016"
"9848","Bisamberg Wiener Gemischter Satz 2018","Austria","Wiener Gemischter Satz","Wieninger",3.8,71,15.5,"blanco","2018"
"9849","Geheimrat J Riesling Spätlese Trocken 2013","Germany","Rheingau","Weingüter Wegeler",4.3,72,24.9,"blanco","2013"
"9850","Wehlener Sonnenuhr Riesling Auslese 2015","Germany","Mosel","Markus Molitor",4.6,72,99.95,"blanco","2015"
"9851","Mrs. English 2017","South Africa","Stellenbosch","Lanzerac",4.4,72,27.1,"blanco","2017"
"9852","Berg 2017","Italy","Trentino-Alto Adige","Colterenzio (Schreckbichl)",3.7,72,14.57,"blanco","2017"
"9853","Le Petiot Touraine 2016","France","Touraine","Domaine Ricard",3.7,72,9.5,"blanco","2016"
"9854","Vulcanico Falanghina 2017","Italy","Basilicata","Paternoster",3.7,72,10.9,"blanco","2017"
"9855","Riesling Deidesheimer Herrgottsacker 2017","Germany","Pfalz","Reichsrat von Buhl",4,72,18,"blanco","2017"
"9856","Santenay Premier Cru 'Gravières' Blanc 2014","France","Santenay 1er Cru 'Les Gravières'","Château de la Crée",4.1,72,69.26,"blanco","2014"
"9857","Oberbergener Bassgeige Grauburgunder 2018","Germany","Baden","Franz Keller",3.7,72,12.5,"blanco","2018"
"9858","Clos des Criots Pouilly-Fumé 2017","France","Pouilly-Fumé","Domaine Salmon",3.9,72,14.13,"blanco","2017"
"9859","Blanco 2018","Spain","Navarra","Bodegas Nekeas",3.5,72,5.5,"blanco","2018"
"9860","Riesling Forster 2018","Germany","Pfalz","Reichsrat von Buhl",3.6,72,12.9,"blanco","2018"
"9861","Verdicchio dei Castelli di Jesi Classico 2018","Italy","Verdicchio dei Castelli di Jesi","Vignedileo",3.7,72,9.26,"blanco","2018"
"9862","Collection Secrète White 2014","Georgia","Kakheti","Mukhrani",4,72,17.5,"blanco","2014"
"9863","Patatsblanc N Versnit Wit 2018","South Africa","Montagu","Boschkloof",3.6,72,19.3,"blanco","2018"
"9864","Riesling Alsace Grand Cru Steingrubler 2016","France","Alsace Grand Cru","Wolfberger",3.9,72,19.49,"blanco","2016"
"9865","Chardonnay Gran Reserva 2016","Chile","Casablanca Valley","Casas del Bosque",3.9,72,13.95,"blanco","2016"
"9866","Langenmorgen GG 2015","Germany","Pfalz","Von Winning",4.3,72,34.95,"blanco","2015"
"9867","Timeo Grillo 2018","Italy","Terre Siciliane","Baglio di Pianetto",3.6,72,12.99,"blanco","2018"
"9868","Falanghina del Sannio 2019","Italy","Sannio","Mastroberardino",3.5,72,9.9,"blanco","2019"
"9869","Chardonnay Trocken 2014","Germany","Pfalz","Knipser",4.3,72,28.24,"blanco","2014"
"9870","Chardonnay 2017","Australia","Murray Darling","Deakin Estate",3.2,72,9.23,"blanco","2017"
"9871","Riesling Reserve Zöbinger Heiligenstein Alte Reben 2011","Austria","Kamptal","Weingut Bründlmayer",4.1,72,45.28,"blanco","2011"
"9872","Puligny-Montrachet 2015","France","Puligny-Montrachet","Domaine Henri Boillot",4,72,65,"blanco","2015"
"9873","Hole In The Water Sauvignon Blanc 2018","New Zealand","Marlborough","Konrad",3.9,73,12.96,"blanco","2018"
"9874","Pinot Blanc 2016","France","Alsace","Hugel",3.8,73,13.71,"blanco","2016"
"9875","Insolia - Chardonnay Calanica 2018","Italy","Terre Siciliane","Duca di Salaparuta",3.6,73,6.89,"blanco","2018"
"9876","Milmanda 2016","Spain","Conca de Barberà","Torres",4.2,73,38.5,"blanco","2016"
"9877","Masianco 2019","Italy","Venezia","Masi",3.6,73,10.99,"blanco","2019"
"9878","Corbières Blanc 2018","France","Corbières","Domaine des Deux Cles",3.9,73,16.9,"blanco","2018"
"9879","Sancerre La Côte Des Monts Damnés 2018","France","Sancerre","Henri Bourgeois",4,73,27.5,"blanco","2018"
"9880","Estate Rauenthal Riesling 2018","Germany","Rheingau","Georg Breuer",3.8,73,15,"blanco","2018"
"9881","50 HL Riesling Spätlese Trocken 2015","Germany","Pfalz","Heinrich Vollmer",3.8,73,20.86,"blanco","2015"
"9882","Chardonnay 2018","Italy","Friuli-Venezia Giulia","Attems",3.9,73,10.66,"blanco","2018"
"9883","Gavi 2018","Italy","Gavi","Il Poggio di Gavi",3.9,73,9.42,"blanco","2018"
"9884","Oropasso 2019","Italy","Veneto","Biscardo",3.9,73,7.69,"blanco","2019"
"9885","Sauvignon Blanc 2019","South Africa","Western Cape","Du Toitskloof",3.3,73,7.5,"blanco","2019"
"9886","Glimmerschiefer Riesling Feinherb 2018","Germany","Mosel","Weingut Loersch",4.2,73,10.3,"blanco","2018"
"9887","Zelen 2015","Slovenia","Vipava","Guerila",3.6,73,13.9,"blanco","2015"
"9888","Ribet Blanc Chardonnay - Viognier 2019","France","Pays d'Oc","Arrogant Frog",3.4,73,5.8,"blanco","2019"
"9889","Jesuitengarten Riesling GG 2018","Germany","Pfalz","Dr. Von Bassermann-Jordan",4.4,73,48.64,"blanco","2018"
"9890","Goruli Mtsvane 2018","Georgia","Kakheti","Mukhrani",4.1,73,17.74,"blanco","2018"
"9891","Branco 2015","Portugal","Douro","Poeira",4.1,73,27.29,"blanco","2015"
"9892","Rotschiefer Riesling Kabinett 2018","Germany","Mosel","Van Volxem",4,73,12.6,"blanco","2018"
"9893","Passofino Pecorino 2018","Italy","Terre di Chieti","Feudi Bizantini",3.8,73,9.5,"blanco","2018"
"9894","Riesling 2017","Germany","Rheinhessen","Dreissigacker",3.8,74,6.58,"blanco","2017"
"9895","Berg Rottland Riesling 2016","Germany","Rheingau","Georg Breuer",4,74,43.87,"blanco","2016"
"9896","Chenin Blanc 2018","South Africa","Western Cape","Holden Manz",3.6,74,10.5,"blanco","2018"
"9897","Sauvignon Blanc 2018","South Africa","Western Cape","Du Toitskloof",3.4,74,7.3,"blanco","2018"
"9898","Bolina 2018","Italy","Salento","Cantina Rosa del Golfo",3.6,74,11.82,"blanco","2018"
"9899","TO 2017","Austria","Burgenland","Velich",4,74,14.72,"blanco","2017"
"9900","Belvento Viognier (I Vini Del Mare) 2018","Italy","Toscana","Petra",3.5,74,11.92,"blanco","2018"
"9901","Olli 2018","Italy","Sicilia","Feudo Maccari",3.7,74,9.17,"blanco","2018"
"9902","Eichhorn Pinot Bianco 2018","Italy","Südtirol - Alto Adige","Manincor",4.2,74,24.27,"blanco","2018"
"9903","Verdejo 2018","Spain","Rueda","Valdecuevas",3.7,74,7.9,"blanco","2018"
"9904","Vernaccia di San Gimignano 2018","Italy","Vernaccia di San Gimignano","Abbazia Monte Oliveto",3.8,74,8.5,"blanco","2018"
"9905","Somereto Chardonnay 2018","Italy","Südtirol - Alto Adige","Andrian",3.4,74,9.9,"blanco","2018"
"9906","Rotschiefer Riesling 2018","Germany","Rheinhessen","St. Antony",3.9,74,10.4,"blanco","2018"
"9907","Private Collection Chardonnay 2017","South Africa","Stellenbosch","Saxenburg",3.9,74,17.5,"blanco","2017"
"9908","Liebfraumilch 2018","Germany","Pfalz","Hammel & Cie",3.7,74,7.63,"blanco","2018"
"9909","Châteauneuf-du-Pape Blanc 2017","France","Châteauneuf-du-Pape","Domaine des Sénéchaux",4.1,74,34.73,"blanco","2017"
"9910","GG Henkenberg Weissburgunder 2015","Germany","Baden","Salwey",4.2,74,29.08,"blanco","2015"
"9911","K 2016","Austria","Burgenland","Kracher",4.1,74,24.99,"blanco","2016"
"9912","Vermentino di Sardegna 2018","Italy","Vermentino di Sardegna","Su'entu",3.7,74,12.49,"blanco","2018"
"9913","Kammern Grüner Veltliner 2017","Austria","Kamptal","Hirsch",3.8,74,12.87,"blanco","2017"
"9914","Moscatel 2016","Chile","Itata Valley","Viña La Causa",3.6,74,12.81,"blanco","2016"
"9915","Blanc de Blancs 2018","Spain","Binissalem-Mallorca","Bodegas José L. Ferrer",3.6,74,9.5,"blanco","2018"
"9916","Soave Classico 2017","Italy","Soave Classico","Lenotti",3.7,74,4.83,"blanco","2017"
"9917","Riesling Alte Reben 2017","Germany","Mosel","Maximin Grünhaus",3.8,75,15.3,"blanco","2017"
"9918","Unwooded Chardonnay 2018","South Africa","Stellenbosch","Neethlingshof Estate",3.5,75,8.95,"blanco","2018"
"9919","Riesling Trocken 2017","Germany","Pfalz","Ökonomierat Rebholz",3.6,75,11.9,"blanco","2017"
"9920","Edición Blanca 2016","Spain","Navarra","Bodegas Príncipe de Viana",3.6,75,11.95,"blanco","2016"
"9921","Kastelberg Grand Cru 2016","France","Alsace Grand Cru 'Kastelberg'","Marc Kreydenweiss",4.2,75,49.5,"blanco","2016"
"9922","Vulkangestein Riesling Trocken 2018","Germany","Nahe","Schäfer-Fröhlich",4,75,15.1,"blanco","2018"
"9923","Grande Réserve Chardonnay 2018","France","Languedoc","Paul Mas",4.1,75,13.58,"blanco","2018"
"9924","Dornleiten Riesling 2017","Austria","Kremstal","Nigl",3.5,75,14.95,"blanco","2017"
"9925","Grüner Veltliner Frauengrund 2018","Austria","Kremstal","Josef Dockner",3.6,75,8.7,"blanco","2018"
"9926","Sauvignon 2019","Italy","Südtirol - Alto Adige","Tramin",3.8,75,9.45,"blanco","2019"
"9927","Riesling Alsace Signature 2018","France","Alsace","Wolfberger",3.7,75,8.28,"blanco","2018"
"9928","Kiedrich Gräfenberg Riesling Trocken GG 2017","Germany","Rheingau","Robert Weil",4,75,41.4,"blanco","2017"
"9929","Sauvignon Blanc 2017","South Africa","Coastal Region","Fleur du Cap",3.2,75,9.3,"blanco","2017"
"9930","Chardonnay Sonoma Coast 2017","United States","Sonoma Coast","Schug",3.6,75,29.37,"blanco","2017"
"9931","Spring Fever Chardonnay 2016","Australia","Eden Valley","Langmeil",3.6,75,8.68,"blanco","2016"
"9932","Silvaner Trocken 2015","Germany","Rheinhessen","Wittmann",3.5,75,9.36,"blanco","2015"
"9933","Graacher Himmelreich Riesling Auslese 2006","Germany","Graach","Joh. Jos. Prüm",4.1,75,62,"blanco","2006"
"9934","Venezia Giulia Sauvignon Blanc 2018","Italy","Venezia Giulia","Lis Neris",3.8,75,18.9,"blanco","2018"
"9935","Berg Pinot Bianco 2018","Italy","Südtirol - Alto Adige","Nals Margreid",3.5,75,9.9,"blanco","2018"
"9936","Batteriberg Detonation Riesling 2017","Germany","Mosel","Immich-Batterieberg",3.8,76,13.5,"blanco","2017"
"9937","Alma Terra 2018","Italy","Franciacorta","Bellavista",3.7,76,23.12,"blanco","2018"
"9938","Puligny-Montrachet 2016","France","Puligny-Montrachet","Domaine Henri Boillot",4,76,59.9,"blanco","2016"
"9939","Serra Lupini Roero Arneis 2019","Italy","Roero","Negro Angelo",3.9,76,10.5,"blanco","2019"
"9940","Saar Alte Reben Riesling 2016","Germany","Mosel","Markus Molitor",4,76,17.35,"blanco","2016"
"9941","Würzburger Stein Riesling Trocken 2018","Germany","Würzburg","Bürgerspital",3.7,76,14.57,"blanco","2018"
"9942","Zellertal Riesling 2018","Germany","Pfalz","Schwedhelm Zellertal",3.8,76,9.94,"blanco","2018"
"9943","Riserva Nova Domus Terlaner 2017","Italy","Südtirol - Alto Adige","Terlan (Terlano)",4.3,76,35.85,"blanco","2017"
"9944","Pinot Grigio 2019","Italy","Südtirol - Alto Adige","Peter Zemmer",3.9,76,9.26,"blanco","2019"
"9945","Côte des Roses Sauvignon Blanc 2019","France","Pays d'Oc","Gérard Bertrand",3.8,76,10.8,"blanco","2019"
"9946","Vernaccia di San Gimignano 2018","Italy","Vernaccia di San Gimignano","Teruzzi & Puthod",3.5,76,10.57,"blanco","2018"
"9947","Sandstein Riesling Trocken 2019","Germany","Rheinhessen","Gysler",4,76,10.21,"blanco","2019"
"9948","Castel Firmian Sauvignon Trentino 2018","Italy","Trentino","Mezzacorona",3.6,76,6.75,"blanco","2018"
"9949","Santenay Premier Cru 'Gravières' Blanc 2013","France","Santenay 1er Cru 'Les Gravières'","Château de la Crée",4.3,76,65.9,"blanco","2013"
"9950","Chardonnay Unwooded 2018","South Africa","Paarl","Glen Carlou",3.4,76,8.95,"blanco","2018"
"9951","Pleno Blanco 2018","Spain","Navarra","Agronavarra",3.4,76,5.16,"blanco","2018"
"9952","Loibner Federspiel Grüner Veltliner 2018","Austria","Wachau","F.X. Pichler",4.1,76,26.77,"blanco","2018"
"9953","Bourgogne Blanc 2017","France","Bourgogne","Domaine Henri Boillot",3.9,77,32.55,"blanco","2017"
"9954","Wairau Reserve Sauvignon Blanc 2019","New Zealand","Marlborough","Saint Clair",4.4,77,26.95,"blanco","2019"
"9955","Director's Cut Chardonnay 2018","United States","Russian River Valley","Francis Ford Coppola",4.1,77,26.5,"blanco","2018"
"9956","Chardonnay 2018","South Africa","Western Cape","Cathedral",3.5,77,10.42,"blanco","2018"
"9957","Riesling Trocken 2016","Germany","Nahe","Kruger-Rumpf",3.8,77,16.95,"blanco","2016"
"9958","Zeltinger Sonnenuhr Riesling Auslese*** 2014","Germany","Mosel","Markus Molitor",4.2,77,79.93,"blanco","2014"
"9959","Estate Rauenthal Riesling 2017","Germany","Rheingau","Georg Breuer",3.7,77,17,"blanco","2017"
"9960","Riesling Trocken 2018","Germany","Rheingau","Prinz von Hessen",3.8,77,8.9,"blanco","2018"
"9961","Petit Chablis 2018","France","Petit Chablis","Domaine du Chardonnay",3.7,77,16.5,"blanco","2018"
"9962","Greca Terra Retsina N.V.","Greece","Peloponnesos","Tsantali",2.2,77,5.35,"blanco","2030"
"9963","Höllenpfad Riesling Trocken 2018","Germany","Nahe","Dönnhoff",4.1,77,20.5,"blanco","2018"
"9964","Reméage Blanc 2018","France","Vin de France","Les Vins de Vienne - Cuilleron-Gaillard-Villard",3.8,77,9.5,"blanco","2018"
"9965","Well Done Riesling Trocken 2018","Germany","Pfalz","Weingut Metzger",3.6,77,6.77,"blanco","2018"
"9966","Nostre Païs Blanc 2017","France","Costières-de-Nîmes","Michel Gassier",3.9,77,13.58,"blanco","2017"
"9967","Fendant 2018","Switzerland","Valais","Domaines Rouvinez",3.8,77,18.9,"blanco","2018"
"9968","IL Bianco 2018","Italy","Toscana","Brancaia",3.7,77,10.9,"blanco","2018"
"9969","Riesling Trocken 2018","Germany","Pfalz","Ökonomierat Rebholz",3.6,77,14.42,"blanco","2018"
"9970","Riesling Feinherb 2017","Germany","Kanzem","Von Othegraven",3.5,77,10.67,"blanco","2017"
"9971","Chardonnay Dolomiti 2018","Italy","Vigneti delle Dolomiti","Terre del Noce",3.4,78,5.2,"blanco","2018"
"9972","Grauburgunder Trocken 2019","Germany","Pfalz","Weingut Metzger",3.8,78,8.28,"blanco","2019"
"9973","Weissburgunder Trocken 2018","Germany","Rheinhessen","Battenfeld Spanier",3.8,78,10.09,"blanco","2018"
"9974","Gelber Muskateller Steirische Klassik 2017","Austria","Südoststeiermark","Neumeister",3.6,78,14.5,"blanco","2017"
"9975","Chardonnay - Terret 2018","France","Pays d'Oc","Josselin",3.3,78,8.67,"blanco","2018"
"9976","Erdener Treppchen Riesling Kabinett 2015","Germany","Mosel","Markus Molitor",3.9,78,13.46,"blanco","2015"
"9977","Kellermeister Privat Kremser Goldberg Grüner Veltliner 2018","Austria","Kremstal","Winzer Krems",3.6,78,9.55,"blanco","2018"
"9978","Black Label Nik Weis Bockstein Kabinett 2018","Germany","Mosel","St. Urbans-Hof",4.1,78,15.99,"blanco","2018"
"9979","Macabeo 2018","Spain","Castilla","Crin Roja",2.9,78,4.25,"blanco","2018"
"9980","Schloss Reichartshausen Riesling Kabinett 2016","Germany","Rheingau","Balthasar Ress",3.8,78,14.5,"blanco","2016"
"9981","Grauer Burgunder 2019","Germany","Pfalz","Weingut A. Diehl",3.9,78,6.49,"blanco","2019"
"9982","Marlborough Sauvignon Blanc 2019","New Zealand","Marlborough","Waipara Hills",3.8,78,12.9,"blanco","2019"
"9983","Chablis Montmains 1er Cru 2015","France","Chablis 1er Cru 'Montmains'","Domaine des Marronniers",4.1,78,19.9,"blanco","2015"
"9984","Gemischter Satz 2018","Austria","Wien","Zahel",3.4,78,9.9,"blanco","2018"
"9985","Solosole Pagus Camilla 2015","Italy","Bolgheri","Poggio Al Tesoro",4.1,78,44.9,"blanco","2015"
"9986","Strassertal Grüner Veltliner 2018","Austria","Kamptal","Johann Topf",3.5,78,12.41,"blanco","2018"
"9987","Bourgogne Le Chardonnay de Chardonnay 2017","France","Bourgogne","Bouchard Père & Fils",3.7,78,44.59,"blanco","2017"
"9988","Rotes Tor - Grüner Veltliner Smaragd 2018","Austria","Wachau","Franz Hirtzberger",4.1,79,42.5,"blanco","2018"
"9989","Belleruche Côtes-du-Rhône Blanc 2019","France","Côtes-du-Rhône","M. Chapoutier",3.7,79,10.47,"blanco","2019"
"9990","Chardonnay 2018","South Africa","Elgin","Iona",4.1,79,23.5,"blanco","2018"
"9991","Weißer Burgunder 2018","Germany","Nahe","Gut Hermannsberg",3.8,79,9.9,"blanco","2018"
"9992","Riesling Suez 2016","Germany","Pfalz","Reichsrat von Buhl",3.8,79,17.9,"blanco","2016"
"9993","Douro Fabelhaft Branco 2017","Portugal","Douro","Niepoort",3.7,79,10.35,"blanco","2017"
"9994","Grauburgunder Vom Löss 2018","Germany","Baden","Franz Keller",3.4,79,8.5,"blanco","2018"
"9995","Sauvignon 2017","Italy","Friuli Grave","Borgo Magredo",3.7,79,8.78,"blanco","2017"
"9996","Norheimer Kirschheck Riesling Spätlese 2017","Germany","Nahe","Dönnhoff",4.1,79,23.49,"blanco","2017"
"9997","Chardonnay 2018","Spain","Navarra","Castillo de Enériz",3.6,79,6.54,"blanco","2018"
"9998","Vom Vulkan 2018","Germany","Nahe","Gut Hermannsberg",4,79,15.65,"blanco","2018"
"9999","Meursault-Blagny 1er Cru 'La Pièce sous le Bois' 2015","France","Blagny 1er Cru 'La Pièce sous le Bois'","Domaine Sylvain Langoureau",4.3,79,85,"blanco","2015"
"10000","Côtes de Tablas Blanc 2015","United States","Paso Robles","Tablas Creek Vineyard",3.9,79,32,"blanco","2015"
"10001","Chenin Blanc 2018","South Africa","Swartland","David & Nadia",3.9,79,34.15,"blanco","2018"
"10002","Chardonnay 2018","South Africa","Western Cape","Obikwa",3.6,79,5.62,"blanco","2018"
"10003","Eins Zu Eins Blanc de Noirs 2019","Germany","Pfalz","Weingut A. Diehl",4.3,79,6.75,"blanco","2019"
"10004","La Mar 2016","Spain","Rías Baixas","Terras Gauda",4,79,20.25,"blanco","2016"
"10005","Les Cépages Sauvignon Blanc 2012","France","Pays d'Oc","Baron Philippe de Rothschild",3.2,79,8.69,"blanco","2012"
"10006","Blanc Secret Côtes de Provence 2016","France","Côtes de Provence","Château des Sarrins",4.1,80,16.52,"blanco","2016"
"10007","Sauvignon 2017","Italy","Südtirol - Alto Adige","Franz Haas",4.1,80,35.44,"blanco","2017"
"10008","Volratz Riesling Trocken 2018","Germany","Rheingau","Schloss Vollrads",3.7,80,9.5,"blanco","2018"
"10009","Deidesheimer Kieselberg Riesling Trocken 2017","Germany","Pfalz","Dr. Von Bassermann-Jordan",3.8,80,19.99,"blanco","2017"
"10010","Bussiador 2016","Italy","Langhe","Aldo Conterno",4.1,80,48.4,"blanco","2016"
"10011","Reméage Blanc 2017","France","Vin de France","Les Vins de Vienne - Cuilleron-Gaillard-Villard",3.8,80,9.5,"blanco","2017"
"10012","Sobaja Sauvignon 2018","Italy","Friuli Grave","Pradio",3.8,80,10.51,"blanco","2018"
"10013","Lion Grüner Veltliner 2018","Austria","Niederösterreich","Kracher & Sohm",3.8,80,12.49,"blanco","2018"
"10014","Alte Reben Riesling 2018","Germany","Mosel","Van Volxem",4,80,17.69,"blanco","2018"
"10015","Semillón 2017","Argentina","Mendoza","El Enemigo",3.9,80,19.01,"blanco","2017"
"10016","Alpi Retiche 2018","Italy","Vino d'Italia","Nino Negri",3.7,80,13.26,"blanco","2018"
"10017","Tributo Chardonnay 2016","Chile","Casablanca Valley","Caliterra",3.5,80,10.23,"blanco","2016"
"10018","Pouilly-Fumé La Chantereine 2018","France","Pouilly-Fumé","Henri Bourgeois",3.6,80,22.42,"blanco","2018"
"10019","Condrieu Le Grand Vallon 2017","France","Condrieu","Francois Villard",4.2,80,40.9,"blanco","2017"
"10020","Sauvignon Blanc 2019","Chile","Leyda Valley","Amaral",3.7,80,8.99,"blanco","2019"
"10021","Todo Sobre Mi Chardonnay 2018","Spain","Jumilla","Bodega Cerrón",3.7,80,9.5,"blanco","2018"
"10022","L'Abeille de Fieuzal Pessac-Léognan Blanc 2015","France","Pessac-Léognan","Château de Fieuzal",3.9,80,27.78,"blanco","2015"
"10023","The Whip White Blend 2017","United States","Livermore Valley","Murrieta's Well",3.8,80,26.31,"blanco","2017"
"10024","Federspiel Grüner Veltliner 2018","Austria","Wachau","Domäne Wachau",3.6,80,10.49,"blanco","2018"
"10025","Langenlois Grüner Veltliner 2018","Austria","Kamptal","Loimer",3.7,80,8.87,"blanco","2018"
"10026","Sauvignon Blanc 2016","New Zealand","Marlborough","Leefield Station",3.9,81,13.9,"blanco","2016"
"10027","GT-V Viognier 2018","France","Rhone Valley","LePlan-Vermeersch",3.9,81,15.37,"blanco","2018"
"10028","Gaudium Fiano di Avellino 2016","Italy","Fiano de Avellino","I Capitani",4.1,81,12.53,"blanco","2016"
"10029","Chiaramonte Inzolia Sicilia 2018","Italy","Terre Siciliane","Firriato",3.6,81,7.9,"blanco","2018"
"10030","Chardonnay 2017","New Zealand","Marlborough","Nautilus",4,81,22.22,"blanco","2017"
"10031","Langhe Chardonnay 2018","Italy","Langhe","Fontanafredda",3.4,81,7.51,"blanco","2018"
"10032","Vouvray Sec 2017","France","Vouvray","Clos de Nouys",3.8,81,10.92,"blanco","2017"
"10033","Gewürztraminer 2016","France","Alsace","Hugel",3.8,81,16.47,"blanco","2016"
"10034","Chenin Blanc 2019","South Africa","Citrusdal Mountain","Cederberg",3.6,81,13.15,"blanco","2019"
"10035","Hattenheim Engelmannsberg Riesling Trocken 2018","Germany","Rheingau","Balthasar Ress",4.1,81,17.9,"blanco","2018"
"10036","Ried Schütt Dürnsteiner Riesling Smaragd 2017","Austria","Wachau","Weingut Knoll",4.3,82,42,"blanco","2017"
"10037","Cassis Blanc 2017","France","Cassis","Ferme Blanche",3.6,82,15.9,"blanco","2017"
"10038","Merol Chardonnay 2017","Italy","Südtirol - Alto Adige","St. Michael-Eppan",3.7,82,12.6,"blanco","2017"
"10039","Selida Gewürztraminer 2019","Italy","Südtirol - Alto Adige","Tramin",3.9,82,13.5,"blanco","2019"
"10040","Doosberg Riesling Trocken 2016","Germany","Rheingau","Peter Jakob Kühn",4.4,82,42.89,"blanco","2016"
